id,user_id,image_filename,category,latitude,longitude,date,caption
13,user_alpha,alpha_park_03.jpg,Park,61.1537,-150.0564,2026-02-14 16:30:00,"Walked a trail at Kincaid. The snow was fresh and nobody else was around. The quiet didn't feel lonely this time. It felt chosen."
14,user_alpha,alpha_church_02.jpg,Church,61.2140,-149.8900,2026-02-17 10:00:00,"Back at church. Actually listened to the sermon this time. Something about grace being unearned. That hit differently."
15,user_alpha,alpha_cafe_02.jpg,Cafe,61.1947,-149.8936,2026-02-20 09:15:00,"Morning coffee at Middle Way. Brought my journal. Wrote three pages without stopping. My handwriting is getting steadier."
16,user_alpha,alpha_community_02.jpg,Community Center,61.2090,-149.8650,2026-02-24 18:00:00,"Shared my story at group for the first time. My voice shook but I got through it. Three people came up to me afterward. We're having coffee next week."
17,user_alpha,alpha_park_04.jpg,Park,61.2176,-149.8840,2026-02-28 14:00:00,"Sat in the sun at Delaney. A stranger's dog came up to me and I laughed. Actually laughed. It surprised me."
18,user_alpha,alpha_restaurant_02.jpg,Restaurant,61.2177,-149.8867,2026-03-03 19:00:00,"Dinner with the people from group. We talked about normal things. Movies. Weather. It felt like having friends again."
19,user_alpha,alpha_hospital_04.jpg,Hospital,61.2116,-149.8259,2026-03-06 17:00:00,"Group therapy at the hospital. Shared my progress and someone asked me for advice. That felt strange. Good strange."
20,user_alpha,alpha_park_05.jpg,Park,61.1309,-149.8619,2026-03-10 12:00:00,"Hiked Flattop. Made it halfway before my lungs gave out but I didn't care. The view was worth every step."
21,user_alpha,alpha_shelter_02.jpg,Shelter,61.2170,-149.8800,2026-03-13 16:00:00,"Back at the soup kitchen. This time I actually talked to people. Heard stories that made mine feel less unique. We're all just trying."
22,user_alpha,alpha_library_02.jpg,Library,61.2156,-149.8826,2026-03-16 11:00:00,"Started a new book about neuroscience. My ability to focus has improved dramatically. I can sit still for an hour without checking my phone."
23,user_alpha,alpha_church_03.jpg,Church,61.2195,-149.8780,2026-03-19 10:30:00,"Tried a different church this week. Smaller congregation. People actually shook my hand and asked my name. Belonging is a strange feeling to rediscover."
24,user_alpha,alpha_cafe_03.jpg,Cafe,61.2170,-149.8890,2026-03-22 08:00:00,"Morning routine now. Coffee, journal, 30 minutes of just being. The barista knows my order. That small thing matters more than I expected."
25,user_alpha,alpha_park_06.jpg,Park,61.2097,-149.7683,2026-03-25 16:00:00,"Russian Jack Springs. The creek was thawing. Something about watching frozen things come back to life felt personal."
26,user_alpha,alpha_community_03.jpg,Community Center,61.2090,-149.8650,2026-03-28 18:00:00,"Led the opening share at group tonight. Four months ago I couldn't make eye contact. Tonight I stood in front of twenty people and spoke from the heart."
27,user_alpha,alpha_restaurant_03.jpg,Restaurant,61.2175,-149.8897,2026-03-31 20:00:00,"Celebrated three months of progress with dinner at Orso. I'm not fixed. But I'm moving. And the food tastes real again."
28,user_beta,beta_hospital_01.jpg,Hospital,61.1880,-149.8203,2026-02-01 10:00:00,"Intake day. My hands were shaking so bad the nurse had to help me fill out the paperwork. She didn't comment on it. Small mercy."
29,user_beta,beta_residential_01.jpg,Residential,61.1975,-149.9067,2026-02-03 08:00:00,"Woke up at my sister's place. She made pancakes but I couldn't eat more than two bites. The effort of chewing felt exhausting."
30,user_beta,beta_bar_district_01.jpg,Bar District,61.2180,-149.8850,2026-02-05 22:30:00,"Walked past my old bar tonight. My feet took me there without thinking. Stood outside for ten minutes. Didn't go in. That counts as a win."
31,user_beta,beta_park_01.jpg,Park,61.2058,-149.9141,2026-02-08 14:00:00,"Sister dragged me to the lagoon. I complained the entire walk there. But the geese on the water looked peaceful and I stopped complaining."
32,user_beta,beta_hospital_02.jpg,Hospital,61.1862,-149.8783,2026-02-12 11:00:00,"Therapy session. We talked about triggers. Apparently smells are my biggest one. The detergent my ex used. Cooking smoke. Bar soap."
33,user_beta,beta_grocery_01.jpg,Grocery Store,61.1950,-149.8750,2026-02-15 16:00:00,"Went grocery shopping alone for the first time. Had a panic attack in the cereal aisle. Left the cart and sat in my car for twenty minutes. Then went back in and finished."
34,user_beta,beta_church_01.jpg,Church,61.2140,-149.8900,2026-02-18 10:00:00,"My sponsor suggested church. I'm not religious but I went anyway. The stained glass was beautiful. I focused on that instead of the words."
35,user_beta,beta_residential_02.jpg,Residential,61.2100,-149.9000,2026-02-21 19:00:00,"Cooked a full meal tonight. Nothing fancy. Rice and vegetables. But I cooked it and ate it at the table instead of over the sink. Progress."
36,user_beta,beta_park_02.jpg,Park,61.1994,-149.9345,2026-02-24 15:00:00,"Point Woronzof. Watched planes take off. Each one going somewhere new. I'm not going anywhere yet but at least I'm watching."
37,user_beta,beta_gym_01.jpg,Gym,61.1920,-149.8700,2026-02-27 07:00:00,"First time at the gym in over a year. Did fifteen minutes on the treadmill and thought I'd die. But I showed up. My body remembers how to move."
38,user_beta,beta_hospital_03.jpg,Hospital,61.1880,-149.8203,2026-03-02 10:30:00,"Therapist says I'm making progress even though it doesn't feel like it. She pointed out I made eye contact three times today. I hadn't noticed."
39,user_beta,beta_cafe_01.jpg,Cafe,61.1903,-149.8684,2026-03-05 09:00:00,"Coffee shop. Brought my sketch pad. Drew the view from the window. First time I've drawn anything in months. My lines are shaky but they're mine."
40,user_beta,beta_bar_district_02.jpg,Bar District,61.2180,-149.8850,2026-03-08 20:00:00,"Walked past the bar district again. This time on purpose. Felt the pull but kept walking. My feet are learning new routes."
41,user_beta,beta_park_03.jpg,Park,61.2083,-149.8767,2026-03-11 13:00:00,"Chester Creek trail. Ran into another person from my therapy group. We walked together for a mile without talking. Comfortable silence with another person hasn't happened in so long."
42,user_beta,beta_community_01.jpg,Community Center,61.2090,-149.8650,2026-03-14 18:30:00,"AA meeting at the community center. Thirty days sober today. They gave me a chip. It's just plastic but I've been holding it in my pocket all evening."
43,user_beta,beta_gym_02.jpg,Gym,61.1920,-149.8700,2026-03-17 07:00:00,"Thirty minutes on the treadmill now. Doubled my time in three weeks. My body is waking up. So is something else. Ambition maybe."
44,user_beta,beta_grocery_02.jpg,Grocery Store,61.1950,-149.8750,2026-03-20 17:00:00,"Grocery shopping without anxiety today. Bought ingredients for a recipe I found online. Even chatted with the checkout person."
45,user_beta,beta_church_02.jpg,Church,61.2195,-149.8780,2026-03-23 10:00:00,"Different church this week. The pastor talked about forgiveness. I'm not there yet with myself but I didn't shut down when I heard the word."
46,user_beta,beta_park_04.jpg,Park,61.1537,-150.0564,2026-03-26 15:30:00,"Kincaid Park at sunset. The sky was impossible shades of pink. I took this photo and realized it's the first photo I've taken because something was beautiful, not because I was documenting evidence of being alive."
47,user_beta,beta_restaurant_01.jpg,Restaurant,61.2170,-149.8890,2026-03-29 19:00:00,"Dinner with my sponsor and two others from the program. Ordered dessert. Stayed for two hours. Laughed until my stomach hurt. I'd forgotten what that felt like."
48,user_beta,beta_residential_03.jpg,Residential,61.1975,-149.9067,2026-04-01 10:00:00,"Back at my own apartment. Not my sister's. Mine. Hung a picture on the wall. Opened the curtains. The light came in and I let it."
49,user_gamma,gamma_hospital_01.jpg,Hospital,61.2116,-149.8259,2026-01-10 14:00:00,"Psychiatric evaluation. They asked me a hundred questions. On a scale of one to ten how often do you feel hopeless. Every number felt wrong."
50,user_gamma,gamma_residential_01.jpg,Residential,61.2050,-149.8500,2026-01-13 09:00:00,"The medication makes mornings blurry. I stared at the ceiling for an hour before I could convince my legs to move."
51,user_gamma,gamma_park_01.jpg,Park,61.2176,-149.8840,2026-01-17 12:00:00,"Delaney Park. The cold air woke me up more than the coffee did. Watched people walking their dogs. Everyone seems to have something to care for."
52,user_gamma,gamma_art_studio_01.jpg,Art Studio,61.2130,-149.8870,2026-01-20 15:00:00,"Found a free art therapy class. They gave me paints and said make whatever you feel. I painted a grey rectangle. The instructor said that was valid."
53,user_gamma,gamma_hospital_02.jpg,Hospital,61.2116,-149.8259,2026-01-24 14:00:00,"Medication adjustment. The new one tastes chalky. Doctor says it takes two weeks to know if it works. Two weeks feels like a lifetime right now."
54,user_gamma,gamma_cafe_01.jpg,Cafe,61.1947,-149.8936,2026-01-27 10:30:00,"Sat in a coffee shop and watched people work on laptops. They all looked so sure of what they're doing. I ordered chamomile because caffeine makes my anxiety worse."
55,user_gamma,gamma_park_02.jpg,Park,61.1958,-149.9642,2026-01-31 14:30:00,"Earthquake Park. The interpretive signs talk about how the earth literally broke apart in 1964 and then rebuilt itself. I read every single one."
56,user_gamma,gamma_art_studio_02.jpg,Art Studio,61.2130,-149.8870,2026-02-03 15:00:00,"Week two of art therapy. I painted something with color today. Blue and white. The instructor said it looked like the ocean. I said it was just blue."
57,user_gamma,gamma_community_01.jpg,Community Center,61.2090,-149.8650,2026-02-06 17:00:00,"Mental health support group. Everyone introduces themselves by first name only. No last names. No job titles. Just a name and whatever you want to share."
58,user_gamma,gamma_residential_02.jpg,Residential,61.2050,-149.8500,2026-02-10 11:00:00,"Cleaned the kitchen today. Not because it was dirty. Because I wanted to. That distinction matters even if nobody else would understand it."
59,user_gamma,gamma_park_03.jpg,Park,61.2097,-149.7683,2026-02-14 13:00:00,"Valentine's Day alone but not sad about it. Russian Jack park was empty. I built a tiny snowman and left it on a bench. Gift for whoever finds it."
60,user_gamma,gamma_hospital_03.jpg,Hospital,61.2116,-149.8259,2026-02-18 14:00:00,"The new medication is working. I told the doctor that colors seem brighter. She said that's a common description. It felt personal though."
61,user_gamma,gamma_art_studio_03.jpg,Art Studio,61.2130,-149.8870,2026-02-21 15:00:00,"Painted flowers today. Not realistic ones. Wild messy flowers with too many petals. The instructor put it on the wall. First time anything I made has been on a wall."
62,user_gamma,gamma_cafe_02.jpg,Cafe,61.2170,-149.8890,2026-02-24 10:00:00,"Coffee shop again. This time I brought a sketchbook. Drew the coffee cup. Then drew the plant on the windowsill. Then drew the person sitting across from me. They noticed and smiled."
63,user_gamma,gamma_community_02.jpg,Community Center,61.2090,-149.8650,2026-02-28 17:00:00,"Support group. Someone new joined and looked terrified. I remembered feeling exactly like that three weeks ago. I sat next to them and said hi."
64,user_gamma,gamma_park_04.jpg,Park,61.1309,-149.8619,2026-03-04 12:30:00,"Flattop mountain. Only made it a quarter of the way up but stood there and looked at the whole city spread out below. Everything looks smaller from above. Problems included."
65,user_gamma,gamma_museum_01.jpg,Museum,61.2060,-149.8920,2026-03-07 14:00:00,"Anchorage museum. Spent an hour in the Alaska Native art section. The craftsmanship in those pieces. Generations of skill and patience and care. I want to make something with that kind of intentionality."
66,user_gamma,gamma_art_studio_04.jpg,Art Studio,61.2130,-149.8870,2026-03-10 15:00:00,"Started a larger piece today. Canvas instead of paper. The instructor is letting me take it home to keep working on it. I have a project. A reason to look forward to tomorrow."
67,user_gamma,gamma_restaurant_01.jpg,Restaurant,61.2173,-149.8884,2026-03-13 19:00:00,"Dinner with two people from the support group. We went to a real restaurant. Not fast food. We ordered appetizers. I felt like a person who does normal things."
68,user_gamma,gamma_park_05.jpg,Park,61.1994,-149.9345,2026-03-16 17:00:00,"Sunset at Point Woronzof. Brought my sketchbook and tried to capture the colors. Failed completely. The sky doesn't fit on paper. But trying felt like enough."
69,user_gamma,gamma_hospital_04.jpg,Hospital,61.2116,-149.8259,2026-03-19 14:00:00,"Doctor's visit. She asked what's changed. I said I have a painting on a wall and friends who eat appetizers. She wrote something down and smiled."
70,user_gamma,gamma_community_03.jpg,Community Center,61.2090,-149.8650,2026-03-22 17:00:00,"Led the group activity today. Brought art supplies and we all made collages. The new person from three weeks ago made something beautiful. They said I inspired them. I've never inspired anyone before."
